path,molecule,proxy,target,qed,pka,num_reactions,num_non_unary_reactions,mode,similarity,ligand,ligand_Ki,ligand_leaked
"['O=C(O)[C@@H]1CNc2ccccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1CNc2ccccc2C1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@H]2CNC[C@H]2C1'), 'Cc1ccc2c(c1)CC(CN1CCC[C@@H]3CNC[C@@H]31)N=C2[C@@H]1CNc2ccccc2C1']",Cc1ccc2c(c1)CC(CN1CCC[C@@H]3CNC[C@@H]31)N=C2[C@@H]1CNc2ccccc2C1,10.856066703796388,12.100000381469728,0.8049599528312683,1.0,2,2,2,0.20652173913043478,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
"['O=C(O)[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)c(F)c1)C(=O)O'), 'O=C(O)C1Cc2cc(F)c(F)cc2C([C@@H]2[C@H]3Cc4cc(F)ccc4[C@H]32)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@@H]2CC[C@@H]2N1'), 'Fc1ccc2c(c1)C[C@@H]1[C@@H](C3=NC(CN4CCN[C@@H]5CC[C@@H]54)Cc4cc(F)c(F)cc43)[C@H]21']",Fc1ccc2c(c1)C[C@@H]1[C@@H](C3=NC(CN4CCN[C@@H]5CC[C@@H]54)Cc4cc(F)c(F)cc43)[C@H]21,10.846080780029297,12.199999809265137,0.7903620600700378,1.0,2,2,3,0.1978021978021978,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
"['O=C(O)[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNCC2(C1)CCN2'), 'Cc1ccc2c(c1)CC(CN1CCC13CCCNC3)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21']",Cc1ccc2c(c1)CC(CN1CCC13CCCNC3)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21,10.840205192565918,12.199999809265137,0.7895058393478394,1.0,2,2,5,0.21739130434782608,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1CNc2ccccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1CNc2ccccc2C1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1C[C@H]2NCCN[C@@H]2C1'), 'Cc1ccc2c(c1)CC(CN1CCN[C@@H]3CCC[C@H]31)N=C2[C@@H]1CNc2ccccc2C1']",Cc1ccc2c(c1)CC(CN1CCN[C@@H]3CCC[C@H]31)N=C2[C@@H]1CNc2ccccc2C1,10.837060928344728,12.100000381469728,0.8021438717842102,1.0,2,2,2,0.20652173913043478,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
"['O=C(O)[C@@H]1CCc2cc(F)ccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)c(F)c1)C(=O)O'), 'O=C(O)C1Cc2cc(F)c(F)cc2C([C@@H]2CCc3cc(F)ccc3C2)=N1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'NC(=O)N1CC2CNCC2C1'), 'NC(=O)N1CC2CN(CC3Cc4cc(F)c(F)cc4C([C@@H]4CCc5cc(F)ccc5C4)=N3)CC2C1']",NC(=O)N1CC2CN(CC3Cc4cc(F)c(F)cc4C([C@@H]4CCc5cc(F)ccc5C4)=N3)CC2C1,10.831368446350098,12.699999809265137,0.727376401424408,1.0,2,2,6,0.24705882352941178,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C1NC[C@@H]2CCCN[C@H]12'), 'Cc1ccc2c(c1)CC(CN1CCC[C@H]3CNC(=O)[C@H]31)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21']",Cc1ccc2c(c1)CC(CN1CCC[C@H]3CNC(=O)[C@H]31)N=C2[C@@H]1[C@H]2Cc3cc(F)ccc3[C@H]21,10.824995040893556,12.199999809265137,0.7872918844223022,1.0,2,2,3,0.2391304347826087,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C1CN[C@@H]2CC[C@H]2N1'), 'Cc1ccc2c(c1)CC(CN1CC(=O)N[C@@H]3CC[C@H]31)N=C2[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21']",Cc1ccc2c(c1)CC(CN1CC(=O)N[C@@H]3CC[C@H]31)N=C2[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21,10.81987476348877,12.0,0.8129838705062866,1.0,2,2,5,0.20652173913043478,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1CCc2ccccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1CCc2ccccc2C1', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CNCC2(C1)CCN2'), 'Cc1ccc2c(c1)CC(CN1CCCC3(CCN3)C1)N=C2[C@@H]1CCc2ccccc2C1']",Cc1ccc2c(c1)CC(CN1CCCC3(CCN3)C1)N=C2[C@@H]1CCc2ccccc2C1,10.803300857543944,12.0,0.8104951977729797,1.0,2,2,2,0.22340425531914893,O=C1NC(=O)[C@@]2(CC[C@@]34Cc5ccc(O)cc5[C@@]3(CCN(CC3CC3)C4)C2)N1,472.5,False
"['O=C(O)[C@H]1CCc2cc(F)ccc2C1', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1cccc2c1C([C@H]1CCc3cc(F)ccc3C1)=NC(C(=O)O)C2', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@@H]2CNC[C@@H]2C1'), 'Cc1cccc2c1C([C@H]1CCc3cc(F)ccc3C1)=NC(CN1C[C@@H]3CCCN[C@@H]3C1)C2']",Cc1cccc2c1C([C@H]1CCc3cc(F)ccc3C1)=NC(CN1C[C@@H]3CCCN[C@@H]3C1)C2,10.796124458312988,12.199999809265137,0.7830981016159058,1.0,2,2,0,0.23333333333333334,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'Cc1cccc(CC(N)C(=O)O)c1'), 'Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21']",Cc1ccc2c(c1)CC(C(=O)O)N=C2[C@@H]1[C@H]2Cc3ccc(F)cc3[C@H]21,10.796066284179688,11.300000190734863,0.9127969741821288,1.0,1,1,7,0.189873417721519,CC(C)C1CCC(N2CCC3(CC2)C(=O)NCc2cc(F)ccc23)CC1,6755.0,False
"['O=C(O)c1cc2c([nH]1)CCC2', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'N[C@H](Cc1ccc2c(c1)CCC2)C(=O)O'), 'O=C(O)[C@H]1Cc2ccc3c(c2C(c2cc4c([nH]2)CCC4)=N1)CCC3', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CC2(C1)CNCCN2'), 'c1c(C2=N[C@@H](CN3CCNC4(CCC4)C3)Cc3ccc4c(c32)CCC4)[nH]c2c1CCC2']",c1c(C2=N[C@@H](CN3CCNC4(CCC4)C3)Cc3ccc4c(c32)CCC4)[nH]c2c1CCC2,10.775012969970703,12.0,0.8062562942504883,1.0,2,2,4,0.18947368421052632,O=C1NC(=O)[C@@]2(CC[C@@]34Cc5ccc(O)cc5[C@@]3(CCN(CC3CC3)C4)C2)N1,472.5,False
"['Cc1cc(C)c2c(c1)C[C@@H]1[C@@H](C(=O)O)[C@H]21', ('[#6:15][C:14](=[O])-[Oh].[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1 >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'NC(Cc1ccc(F)cc1)C(=O)O'), 'Cc1cc(C)c2c(c1)C[C@@H]1[C@@H](C3=NC(C(=O)O)Cc4ccc(F)cc43)[C@H]21', ('[C:1](=[O])[Oh].[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'C1CN[C@@H]2CC[C@@H]2N1'), 'Cc1cc(C)c2c(c1)C[C@@H]1[C@@H](C3=NC(CN4CCN[C@@H]5CC[C@@H]54)Cc4ccc(F)cc43)[C@H]21']",Cc1cc(C)c2c(c1)C[C@@H]1[C@@H](C3=NC(CN4CCN[C@@H]5CC[C@@H]54)Cc4ccc(F)cc43)[C@H]21,10.773791313171388,12.100000381469728,0.7928048968315125,1.0,2,2,1,0.21505376344086022,Cc1nc2c3c(ccc2[nH]1)CC1[C@H](C)[C@]3(C)CCN1CC1CC1,2.5,False
