path,molecule,proxy,target,qed,pka,num_reactions,num_non_unary_reactions,mode,similarity,ligand,ligand_relation,ligand_value,ligand_units,ligand_type,ligand_target,ligand_target_name
"['c1ccc2c(c1)CNCC21CCNCC1', ('[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4].[c:2]-[Br] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'CC1CN(C2CCCc3cc(Br)ccc32)CCO1'), 'CC1CN(C2CCCc3cc(N4CCC5(CC4)CNCc4ccccc45)ccc32)CCO1']",CC1CN(C2CCCc3cc(N4CCC5(CC4)CNCc4ccccc45)ccc32)CCO1,6.544984817504883,7.5,0.7615435719490051,1.0,1,1,9,0.3235294117647059,c1ccc2c(c1)CCCC21CCNC1,['>'],[10000.0],['nM'],['Ki'],['CHEMBL224'],['Serotonin 2a (5-HT2a) receptor']
"['N[C@@H](c1ccccc1F)C1(N)CC1', ('[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1.[#6:15][C:14](=[O])-[Oh] >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'O=C(O)c1cc2n(c1)CCNC2'), 'N[C@H]1c2c(F)cccc2C(c2cc3n(c2)CCNC3)=NC12CC2', ('[#6&!$(C=[O,N]):4]-[Nh:2]-[#6&!$(C=[O,N]):3].[C:1](=[O])[Oh] >> [C:1]-[N:2](-[#6&!$(C=[O,N]):4])-[#6&!$(C=[O,N]):3]', 'O=C(O)C1=Cc2ccccc21'), 'N[C@H]1c2c(F)cccc2C(c2cc3n(c2)CCN(CC2=Cc4ccccc42)C3)=NC12CC2']",N[C@H]1c2c(F)cccc2C(c2cc3n(c2)CCN(CC2=Cc4ccccc42)C3)=NC12CC2,6.50643253326416,7.900000095367432,0.6783153414726257,1.0,2,2,10,0.3466666666666667,O=c1cc2n(cc1O)CCN(Cc1c(F)cccc1F)C2,['='],[38.0],['nM'],['IC50'],['CHEMBL2023'],['Catechol O-methyltransferase']
"['C[C@@H]1Cc2cc(Br)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'C[C@@H]1CC(=O)CCN1'), 'C[C@@H]1Cc2cc(N3CCC(=O)C[C@H]3C)ccc2C(=O)N1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'CN1CC[C@@H]2CNC[C@@H]2C1'), 'C[C@@H]1Cc2cc(N3CCC(N4C[C@H]5CCN(C)C[C@H]5C4)C[C@H]3C)ccc2C(=O)N1']",C[C@@H]1Cc2cc(N3CCC(N4C[C@H]5CCN(C)C[C@H]5C4)C[C@H]3C)ccc2C(=O)N1,6.492064476013184,7.199999809265137,0.8341094255447388,0.9747148752212524,2,2,7,0.3559322033898305,CC1Cc2ccccc2C(=O)N1,[nan],[2.9093],['uM'],['Potency'],['CHEMBL1075094'],['Nuclear factor erythroid 2-related factor 2']
"['CN(C)c1ccc([C@H]2CNC[C@H]2N)cc1', ('[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1.[#6:15][C:14](=[O])-[Oh] >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'O=C(O)[C@@H]1C2C3C(=O)[C@@H]1C[C@H]32'), 'CN(C)c1ccc2c(c1)C([C@@H]1C3C4C(=O)[C@@H]1C[C@H]43)=N[C@@H]1CNC[C@H]21', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1NC[C@H]2[C@@H]1[C@@H]1CNC[C@@H]12'), 'CN(C)c1ccc2c(c1)C([C@@H]1C3C4C(N5C[C@@H]6[C@H]7CNC[C@H]7[C@@H]6C5)[C@@H]1C[C@H]43)=N[C@@H]1CNC[C@H]21']",CN(C)c1ccc2c(c1)C([C@@H]1C3C4C(N5C[C@@H]6[C@H]7CNC[C@H]7[C@@H]6C5)[C@@H]1C[C@H]43)=N[C@@H]1CNC[C@H]21,6.490493297576904,7.5,0.7489156126976013,1.0,2,2,0,0.2537313432835821,Cc1ccc2c(c1)C(C)[C@@H]1CNC[C@H]21,['='],[1698.0],['nM'],['Ki'],['CHEMBL225'],['Serotonin 2c (5-HT2c) receptor']
"['O=C1NCc2ncc(Br)cc21', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O=C(Nc1cccc(C(F)(F)F)c1)N1CC2CNCC2C1'), 'O=C1NCc2ncc(N3CC4CN(C(=O)Nc5cccc(C(F)(F)F)c5)CC4C3)cc21']",O=C1NCc2ncc(N3CC4CN(C(=O)Nc5cccc(C(F)(F)F)c5)CC4C3)cc21,6.479738235473633,7.400000095367432,0.766745924949646,1.0,1,1,11,0.47540983606557374,O=C(Nc1cccc(C(F)(F)F)c1)N1CCN(C(=O)Nc2cccc(C(F)(F)F)c2)CC1,[nan],[3.5481],['uM'],['Potency'],['CHEMBL1784'],['Glucagon-like peptide 1 receptor']
"['Cc1cc2c(cc1Br)CNCC2', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O=C1COC2(CNC2)C1'), 'Cc1cc2c(cc1N1CC3(CC(=O)CO3)C1)CNCC2', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'O=C1CCC2CCNCC12'), 'Cc1cc2c(cc1N1CC3(CC(N4CCC5CCC(=O)C5C4)CO3)C1)CNCC2']",Cc1cc2c(cc1N1CC3(CC(N4CCC5CCC(=O)C5C4)CO3)C1)CNCC2,6.478193759918213,7.099999904632568,0.8325132727622986,1.0,2,2,12,0.27472527472527475,COc1cc(F)ccc1C1CCN([C@@H]2COC3(C2)CN(C(=O)C2COC2)C3)CC1,['>'],[25000.0],['nM'],['EC50'],['CHEMBL211'],['Muscarinic acetylcholine receptor M2']
"['N[C@H]1CNC[C@@H]1c1ccc(F)cc1', ('[#6&!$(C=[O,N]):11]-[Nh:6]-[#6&!$(C=[O,N]):10].[#6&!$(C=[O,N]):21]-[Nh:5]-[#6&!$(C=[O,N]):20] >> [#6&!$(C=[O,N]):21]-[N:5](-[#6&!$(C=[O,N]):20])-[C](=O)-[N:6](-[#6&!$(C=[O,N]):11])-[#6&!$(C=[O,N]):10]', 'C1CN[C@@H]2CNC[C@@H]2C1'), 'N[C@H]1CN(C(=O)N2C[C@@H]3CCCN[C@@H]3C2)C[C@@H]1c1ccc(F)cc1', ('[c:3]1[c:4][c:5][c:6]([C:11][C:12][Nh2:13])[c:7][c:8]1.[#6:15][C:14](=[O])-[Oh] >> [c:3]1[c:4][c:5]2[c:6]([C:11][C:12][N:13]=[C:14]2-[#6:15])[c:7][c:8]1', 'O=C(O)[C@@]12C[C@@H]1CCN2'), 'O=C(N1C[C@@H]2N=C([C@@]34C[C@@H]3CCN4)c3cc(F)ccc3[C@H]2C1)N1C[C@@H]2CCCN[C@@H]2C1']",O=C(N1C[C@@H]2N=C([C@@]34C[C@@H]3CCN4)c3cc(F)ccc3[C@H]2C1)N1C[C@@H]2CCCN[C@@H]2C1,6.475901126861572,7.599999904632568,0.726061224937439,1.0,2,2,13,0.32926829268292684,Fc1ccc(F)c(-c2ccnc(N3C[C@@H]4CCN[C@@H]4C3)n2)c1,['>'],[20000.0],['nM'],['EC50'],['CHEMBL225'],['Serotonin 2c (5-HT2c) receptor']
"['C[C@@H]1Cc2cc(Br)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'CC1(c2ccc(Br)cc2)CNC1'), 'C[C@@H]1Cc2cc(N3CC(C)(c4ccc(Br)cc4)C3)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O=C1CN[C@@H]2CC[C@H]2N1'), 'C[C@@H]1Cc2cc(N3CC(C)(c4ccc(N5CC(=O)N[C@@H]6CC[C@H]65)cc4)C3)ccc2C(=O)N1']",C[C@@H]1Cc2cc(N3CC(C)(c4ccc(N5CC(=O)N[C@@H]6CC[C@H]65)cc4)C3)ccc2C(=O)N1,6.471312046051025,7.300000190734863,0.7858487367630005,1.0,2,2,14,0.3559322033898305,CC1Cc2ccccc2C(=O)N1,[nan],[2.9093],['uM'],['Potency'],['CHEMBL1075094'],['Nuclear factor erythroid 2-related factor 2']
"['Cc1cc2c(cc1Br)CNCC2', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'Oc1cc2c(cc1Br)CNCC2'), 'Cc1cc2c(cc1N1CCc3cc(O)c(Br)cc3C1)CNCC2', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'C1NC[C@H]2COC[C@@H]1C2'), 'Cc1cc2c(cc1N1CCc3cc(O)c(N4C[C@@H]5COC[C@@H](C5)C4)cc3C1)CNCC2']",Cc1cc2c(cc1N1CCc3cc(O)c(N4C[C@@H]5COC[C@@H](C5)C4)cc3C1)CNCC2,6.453767776489258,7.300000190734863,0.781593382358551,1.0,2,2,15,0.37735849056603776,Oc1cc2c(cc1O)CNCC2,[nan],[nan],[nan],['INH'],['CHEMBL2023'],['Catechol O-methyltransferase']
"['Cc1cc2c(cc1Br)CNCC2', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'O=C1c2ccccc2[C@@H]2CNC[C@H]12'), 'Cc1cc2c(cc1N1C[C@@H]3C(=O)c4ccccc4[C@@H]3C1)CNCC2', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1C[C@@H]2CNCC[C@@H]2CN1'), 'Cc1cc2c(cc1N1C[C@@H]3C(N4CC[C@@H]5CNCC[C@@H]5C4)c4ccccc4[C@@H]3C1)CNCC2']",Cc1cc2c(cc1N1C[C@@H]3C(N4CC[C@@H]5CNCC[C@@H]5C4)c4ccccc4[C@@H]3C1)CNCC2,6.450761795043945,7.5,0.739774763584137,1.0,2,2,2,0.3116883116883117,Clc1ccccc1C1CCN(c2ccc3c(c2)CCNCC3)C1,['='],[650.0],['nM'],['Ki'],['CHEMBL3371'],['Serotonin 6 (5-HT6) receptor']
"['O=C1NCc2ncc(Br)cc21', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'CC(C)c1cccc(C2CCNCC2)c1'), 'CC(C)c1cccc(C2CCN(c3cnc4c(c3)C(=O)NC4)CC2)c1']",CC(C)c1cccc(C2CCN(c3cnc4c(c3)C(=O)NC4)CC2)c1,6.450725555419922,6.699999809265137,0.9269740581512452,1.0,1,1,16,0.37142857142857144,CC(C)c1noc(C2CCN(c3cnc4ccccc4c3)CC2)n1,['='],[38.0],['%'],['Emax'],['CHEMBL253'],['Cannabinoid CB2 receptor']
"['C[C@@H]1Cc2cc(Br)ccc2C(=O)N1', ('[c:2]-[Br].[#6&!$(C=[O,N]):3]-[Nh:1]-[#6&!$(C=[O,N]):4] >> [#6&!$(C=[O,N]):3]-[N:1](-[#6&!$(C=[O,N]):4])-[c:2]', 'C1CN[C@@H]2CC[C@@H]2N1'), 'C[C@@H]1Cc2cc(N3CCN[C@H]4CC[C@H]43)ccc2C(=O)N1', ('[#6&!$(C=[O,N]):21]-[Nh:5]-[#6&!$(C=[O,N]):20].[#6&!$(C=[O,N]):11]-[Nh:6]-[#6&!$(C=[O,N]):10] >> [#6&!$(C=[O,N]):21]-[N:5](-[#6&!$(C=[O,N]):20])-[C](=O)-[N:6](-[#6&!$(C=[O,N]):11])-[#6&!$(C=[O,N]):10]', 'C[C@H]1CNCc2cc(Br)ccc21'), 'C[C@@H]1Cc2cc(N3CCN(C(=O)N4Cc5cc(Br)ccc5[C@@H](C)C4)[C@H]4CC[C@H]43)ccc2C(=O)N1', ('[c:1]-[Br] >> [c:1]-[Oh]', None), 'C[C@@H]1Cc2cc(N3CCN(C(=O)N4Cc5cc(O)ccc5[C@@H](C)C4)[C@H]4CC[C@H]43)ccc2C(=O)N1']",C[C@@H]1Cc2cc(N3CCN(C(=O)N4Cc5cc(O)ccc5[C@@H](C)C4)[C@H]4CC[C@H]43)ccc2C(=O)N1,6.448716163635254,7.800000190734863,0.6835295557975769,1.0,3,2,17,0.31343283582089554,CC1Cc2ccccc2C(=O)N1,[nan],[2.9093],['uM'],['Potency'],['CHEMBL1075094'],['Nuclear factor erythroid 2-related factor 2']
"['c1ccc2c(c1)CC1(CNC1)C2', ('[#6&!$(C=[O,N]):11]-[Nh:6]-[#6&!$(C=[O,N]):10].[#6&!$(C=[O,N]):21]-[Nh:5]-[#6&!$(C=[O,N]):20] >> [#6&!$(C=[O,N]):21]-[N:5](-[#6&!$(C=[O,N]):20])-[C](=O)-[N:6](-[#6&!$(C=[O,N]):11])-[#6&!$(C=[O,N]):10]', 'O=C1CCC12CNC2'), 'O=C(N1CC2(Cc3ccccc3C2)C1)N1CC2(CCC2=O)C1', ('[#6:3][C:2]([#6:4])=[O].[#6&!$(C=[O,N]):10][Nh:1]([#6&!$(C=[O,N]):20]) >> [#6&!$(C=[O,N]):10][N:1]([#6&!$(C=[O,N]):20])-[#6:2]([C:3])[#6:4]', 'C1CC2CNCCC2CN1'), 'O=C(N1CC2(Cc3ccccc3C2)C1)N1CC2(CCC2N2CCC3CNCCC3C2)C1']",O=C(N1CC2(Cc3ccccc3C2)C1)N1CC2(CCC2N2CCC3CNCCC3C2)C1,6.447545051574707,7.400000095367432,0.759145975112915,1.0,2,2,18,0.3114754098360656,O=C(c1ccccc1)N1CC2CNCC2C1,['='],[20.0],['uM'],['Ki'],['CHEMBL2492'],['Neuronal acetylcholine receptor protein alpha-7 subunit']
